N_SOLICITUD_EXP	F_ESTUDIO_EXP	SUBPRODUCTO_EXP	No Tarjetas	Cupos	Ingresos	EDAD_EXP	TIPO_VIVIENDA_VIVE_EXP	N_HIJOS_EXP	VIVIENDA_NUEVA_EXP	CANAL_EXP	GENERO_ACT_	ESTADO_CIVIL_ACT_	TIPO_VIVIENDA_ACT_	NIVEL_ACADEM_ACT_	OCUPACION_ACT_	AnosAntiguedadEmpl	AnosRelacionBanco	MORAMAX 18 meses	Mora Inicial	MORA_ACTUAL	Rodo
10225	201209	TarjetaNuestra	1	2,8	1,3	26			SI	Almacen	FEMENINO	CASADO	PROPIA	UNIVERSITARIO	EMPLEADO	0,736111111	0	0	54	61	1
10226	201401	TarjetaNuestra	1	7	2,876184	53					MASCULINO	CASADO	NO INFORMA	TECNOLOGO	EMPLEADO	7,927777778	21,83055556		44	51	0
10227	201209	TarjetaNuestra	1	6	2,9696	33			SI	Almacen	MASCULINO	VIUDO	PROPIA	UNIVERSITARIO	EMPLEADO	1,272222222	1,266666667	9	45	52	0
10228	201401	TarjetaNuestra	1	1,9	1	30					MASCULINO	UNION LIBRE	PROPIA	BACHILLER	EMPLEADO	0,375	0	0	53	29	0
10229	201209	TarjetaNuestra	1	20	5,291005	46			NO	Almacen	FEMENINO	CASADO	PROPIA	ESPECIALIZACION	INDEPENDIENTE	0	0,002777778	0	36	43	0
10230	201209	TarjetaNuestra	1	12	7,58	27			NO	Almacen	MASCULINO	CASADO	ALQUILADA	BACHILLER	COMERCIANTE		8,075	0	57	64	1
10231	201209	TarjetaNuestra	1	6	5,8	40			NO	Almacen	FEMENINO	SOLTERO	PROPIA	ESPECIALIZACION	EMPLEADO	7,133333333	17,19444444		32	39	0
10232	201401	TarjetaNuestra	1	9,9101705	7,6635	30					FEMENINO	CASADO	FAMILIAR	ESPECIALIZACION	EMPLEADO	1,727777778	9,813888889	0	31	38	0
10233	201401	TarjetaNuestra	1	6	8,586	34					MASCULINO	CASADO	PROPIA	UNIVERSITARIO	EMPLEADO	2,277777778	6,588888889		52	59	0
10234	201209	TarjetaNuestra	1	7	3,791	48			NO	Almacen	FEMENINO	CASADO		BACHILLER	COMERCIANTE		0	0	47	54	0
10235	201401	TarjetaNuestra	1	3	3500	40					MASCULINO	CASADO	FAMILIAR	PRIMARIA	COMERCIANTE	8,994444444	10,41944444	0	31	38	0
10236	201401	TarjetaNuestra	2	19	196	27	FAMILIAR	1	SI	Almacen	FEMENINO	CASADO	ALQUILADA	ESPECIALIZACION	COMERCIANTE		6,472222222	0	58		0
10237	201401	TarjetaNuestra	2	9	4,384	38	FAMILIAR	0	NO	Almacen	MASCULINO	CASADO	PROPIA	TECNOLOGO	EMPLEADO	14,48888889	19,90833333	0	35	42	0
10238	201401	TarjetaNuestra	1	7,6	8,145853	36					FEMENINO	CASADO	FAMILIAR	UNIVERSITARIO	EMPLEADO	5,908333333	11,78611111	0	35	42	0
10239	201401	TarjetaNuestra	2	4,7804	2,051463	34	FAMILIAR	0	SI	Preaprobado	MASCULINO	CASADO		TECNOLOGO	EMPLEADO		0	0	45	52	0
10240	201401	TarjetaNuestra	2	5,46	1,7685	31	FAMILIAR	1	NO	Almacen	FEMENINO	CASADO	PROPIA	UNIVERSITARIO	EMPLEADO	2,661111111	10,76666667	0	44	51	0
10241	201401	TarjetaNuestra	1	6,3	3,217604	25					FEMENINO	SOLTERO	FAMILIAR	UNIVERSITARIO	EMPLEADO	0,497222222	0,516666667	0	54	61	1
10242	201401	TarjetaNuestra	1	10	4,16	48					MASCULINO	CASADO	ALQUILADA	ESPECIALIZACION	EMPLEADO	4,766666667	19,73055556	0	54	61	1
10243	201401	TarjetaNuestra	1	5,3	2,364	25	FAMILIAR	0	NO	Preaprobado	MASCULINO	SOLTERO	FAMILIAR	UNIVERSITARIO	EMPLEADO	4,333333333	5,552777778	0	35	42	0
10244	201401	TarjetaNuestra	1	2	3	34	FAMILIAR	0	NO	Almacen	FEMENINO	NO INFORMA	FAMILIAR	NO INFORMA	EMPLEADO	0	0	3	36	43	0
10245	201401	TarjetaNuestra	2	4,9	1,5	31	FAMILIAR	1	NO	Almacen	FEMENINO	NO INFORMA	FAMILIAR	UNIVERSITARIO	EMPLEADO	0	0	0	53	60	0
10246	201401	TarjetaMundo	2	10,8	1,98	35				Almacen	MASCULINO	NO INFORMA		UNIVERSITARIO	EMPLEADO	0	0	29	36	0	0
10247	201401	TarjetaNuestra	1	2	0,63	29					MASCULINO	SOLTERO		BACHILLER	EMPLEADO	1,416666667	1,380555556	87	48	0	0
10248	201209	TarjetaNuestra	1	5	3	30			SI	Almacen	FEMENINO	SOLTERO			EMPLEADO	0	0		33	40	0
10249	201401	TarjetaNuestra	1	12	0	47					MASCULINO	NO INFORMA	NO INFORMA	UNIVERSITARIO	INDEPENDIENTE	0	0,036111111	20	51	0	0
10250	201209	TarjetaNuestra	1	7	3	47			NO	Almacen	MASCULINO	CASADO	FAMILIAR	BACHILLER	INDEPENDIENTE		17,04444444	0	34	0	0
10251	201209	TarjetaNuestra	1	6,5	2,355	29			NO	Almacen	FEMENINO	UNION LIBRE	FAMILIAR	BACHILLER	COMERCIANTE		5,625	88	42	0	0
10252	201209	TarjetaNuestra	1	7	2,859	43			NO	Almacen	MASCULINO	NO INFORMA	NO INFORMA	NO INFORMA	EMPLEADO	0	9,044444444		34	41	0
10253	201401	TarjetaNuestra	1	7	0	30					FEMENINO	NO INFORMA	PROPIA	UNIVERSITARIO	EMPLEADO		11,69166667	5	52	28	0
10254	201401	TarjetaNuestra	2	9	2,12	49	FAMILIAR	0	SI	Preaprobado	FEMENINO	DIVORCIADO		NO INFORMA	INDEPENDIENTE		0	0	55	62	1
10255	201209	TarjetaNuestra	1	7	7	29			SI	Almacen	MASCULINO	UNION LIBRE		BACHILLER	INDEPENDIENTE		2,352777778	0	38	0	0
10256	201401	TarjetaNuestra	1	7	3	24					FEMENINO	NO INFORMA	PROPIA	TECNOLOGO	EMPLEADO	0	0		31	38	0
10257	201401	TarjetaMundo	2	25,6	0	43				Preaprobado	FEMENINO	SOLTERO	PROPIA	ESPECIALIZACION	OTRA		6,358333333	67	34	41	0
10258	201401	TarjetaNuestra	1	3,6362	1,789	34	PROPIA	1	NO	Almacen	MASCULINO	CASADO	PROPIA	UNIVERSITARIO	EMPLEADO	11,33055556	11,775	5	57	64	0
10259	201401	TarjetaNuestra	1	8,54	5	26					FEMENINO	SOLTERO	FAMILIAR	UNIVERSITARIO	EMPLEADO		9,427777778	0	41	48	0
10260	201401	TarjetaNuestra	1	19,6	4,461	41	PROPIA	2	NO	Almacen	FEMENINO	CASADO	PROPIA	UNIVERSITARIO	EMPLEADO	14,08333333	13,26388889		35	42	0
10261	201209	TarjetaNuestra	1	8,4	3,249269	57			SI	Almacen	FEMENINO	SOLTERO	FAMILIAR	TECNOLOGO	JUBILADO	1,5	2,208333333		47		0
10262	201401	TarjetaNuestra	2	5,5	2,08	53	FAMILIAR	3 Ó MAS	SI	Almacen	MASCULINO	NO INFORMA		TECNOLOGO	EMPLEADO		0,45		48	55	0
10263	201401	TarjetaColombia	3	10,98	5,51663	50	ARRENDADA		SI	Preaprobado	FEMENINO	NO INFORMA	FAMILIAR	NO INFORMA	AMA DE CASA	0	1,641666667	0	40	47	0
10264	201401	TarjetaNuestra	1	4,2	1,2	23					FEMENINO	NO INFORMA			EMPLEADO	0	0		58	65	1
10265	201209	TarjetaNuestra	1	6,3	3,507438	39			SI	Almacen	MASCULINO	OTRO	PROPIA	UNIVERSITARIO	EMPLEADO	17,66111111	4,394444444	0	57	64	1
10266	201401	TarjetaNuestra	1	4,48	2,8	47					MASCULINO	CASADO	PROPIA	UNIVERSITARIO	INDEPENDIENTE	8,269444444	4,094444444	0	43	50	0
10267	201401	TarjetaNuestra	1	13	6,65	43					FEMENINO	SOLTERO	PROPIA	UNIVERSITARIO	EMPLEADO	8,758333333	8,755555556		35	42	0
10268	201401	TarjetaNuestra	1	16	6	53					FEMENINO	CASADO		NO INFORMA	INDEPENDIENTE		3,561111111		52	0	0
10269	201209	TarjetaNuestra	2	8,75	3,988927	28			SI	Almacen	FEMENINO	CASADO	FAMILIAR	UNIVERSITARIO	EMPLEADO	1	10,00555556		51	58	0
10270	201401	TarjetaMundo	1	13,6	4,504	28				Almacen	FEMENINO	NO INFORMA	PROPIA	UNIVERSITARIO	EMPLEADO		6,388888889	0	32	39	0
10271	201401	TarjetaNuestra	1	9,25	10,701	34					FEMENINO	NO INFORMA	PROPIA	UNIVERSITARIO	EMPLEADO	0	0	0	44	0	0
10272	201209	TarjetaNuestra	2	7,5721712	2,431	46			SI	Almacen	FEMENINO	SOLTERO	ALQUILADA	UNIVERSITARIO	EMPLEADO	5,486111111	22,06111111	0	59	66	1
10273	201401	TarjetaNuestra	1	2	2,110532	45					MASCULINO	UNION LIBRE		BACHILLER	INDEPENDIENTE	8,916666667	4,188888889	0	37	0	0
10274	201401	TarjetaNuestra	1	4,41	0	33					FEMENINO	CASADO	PROPIA	UNIVERSITARIO	INDEPENDIENTE	4,827777778	2,775	0	38	45	0
10275	201401	TarjetaPrivada	1	10	9,187696	38	PROPIA	0	NO	Almacen	MASCULINO	NO INFORMA	FAMILIAR	UNIVERSITARIO	EMPLEADO	0	0		59	66	1
10276	201401	TarjetaNuestra	1	5,5	2,167996	53					MASCULINO	UNION LIBRE	PROPIA	UNIVERSITARIO	JUBILADO	0	0	139	32	0	0
10277	201401	TarjetaMundo	1	16,8	13,8108	49				Preaprobado	MASCULINO	NO INFORMA	FAMILIAR	ESPECIALIZACION	EMPLEADO	2,283333333	2,294444444	0	51	58	0
10278	201401	TarjetaNuestra	1	3,6	3,875647	31					MASCULINO	SOLTERO	FAMILIAR	TECNOLOGO	EMPLEADO	10,03333333	9,802777778		37	44	0
10279	201401	TarjetaNuestra	1	3,7	2,014032	64					MASCULINO	CASADO	FAMILIAR	UNIVERSITARIO	JUBILADO	0,711111111	14,61666667	0	34	41	0
10280	201401	TarjetaNuestra	1	4,90609	1,49	49					MASCULINO	NO INFORMA	PROPIA	NO INFORMA	INDEPENDIENTE	0	0	11	35	42	0
10281	201209	TarjetaNuestra	1	27,5	16,5	32			NO	Almacen	MASCULINO	NO INFORMA	FAMILIAR	ESPECIALIZACION	EMPLEADO		5,680555556	0	38	45	0
10282	201401	TarjetaNuestra	1	9	2,85	45					MASCULINO	NO INFORMA		NO INFORMA	EMPLEADO		0		35	42	0
10283	201401	TarjetaNuestra	1	8,489	4,699811	30					FEMENINO	CASADO	FAMILIAR	UNIVERSITARIO	EMPLEADO	3,619444444	14,42222222	0	41	48	0
10284	201401	TarjetaNuestra	1	7,7	2,051463	33					MASCULINO	CASADO	FAMILIAR	BACHILLER	EMPLEADO	0	0	302	34	41	0
10285	201401	TarjetaNuestra	2	5,52825	3,108498	37	PROPIA	2	SI	Preaprobado	MASCULINO	NO INFORMA		TECNOLOGO	EMPLEADO	0	0	0	49	56	0
10286	201209	TarjetaNuestra	1	2	0,8	33			NO	Almacen	FEMENINO	SOLTERO	FAMILIAR	UNIVERSITARIO	EMPLEADO		0	0	38	14	0
10287	201401	TarjetaMundo	1	15,88	0	40				Preaprobado	MASCULINO	SOLTERO	ALQUILADA	UNIVERSITARIO	EMPLEADO	6	16,23055556	11	33	40	0
10288	201401	TarjetaNuestra	1	4,9	6,223904	66					FEMENINO	CASADO		TECNOLOGO	JUBILADO	0	0	0	33	40	0
10289	201209	TarjetaNuestra	2	4	2,88	44			NO	Almacen	MASCULINO	CASADO	PROPIA	NO INFORMA	EMPLEADO		11,44722222	18	32	0	0
10290	201401	TarjetaNuestra	1	21,5	8,24	30					FEMENINO	SOLTERO	FAMILIAR	ESPECIALIZACION	EMPLEADO	2,758333333	5,586111111		46	53	0
10291	201209	TarjetaNuestra	1	7,7	1,6	35			NO	Almacen	MASCULINO	SOLTERO	FAMILIAR	ESPECIALIZACION	PROFESIONAL INDEPENDIENTE	10,54444444	11,60833333		35	42	0
10292	201401	TarjetaNuestra	2	15,6808	6,511072	52	PROPIA	2	NO	Almacen	MASCULINO	SOLTERO	PROPIA	UNIVERSITARIO	EMPLEADO	0	18,23888889		52	59	0
10293	201401	TarjetaNuestra	1	9	11,967	48					FEMENINO	CASADO	FAMILIAR	UNIVERSITARIO	INDEPENDIENTE	49	5,902777778	0	58	65	1
10294	201401	TarjetaColombia	2	7	2,49341	33	ARRENDADA		NO	Almacen	MASCULINO	SOLTERO		UNIVERSITARIO	EMPLEADO	0	2,791666667	0	44	51	0
10295	201401	TarjetaNuestra	1	6	6,236896	65					FEMENINO	VIUDO		NO INFORMA	COMERCIANTE	0	0	14	49	56	0
10296	201209	TarjetaNuestra	2	4,5	1,008	27			SI	Almacen	FEMENINO	NO INFORMA	ALQUILADA	NO INFORMA	EMPLEADO	0	0	0	58	65	1
10297	201209	TarjetaNuestra	1	24	24,4	50			SI	Almacen	MASCULINO	CASADO	PROPIA	NINGUNO	INDEPENDIENTE		2,647222222	55	31	38	0
10298	201401	TarjetaNuestra	1	7	6	30					MASCULINO	SOLTERO		NO INFORMA	EMPLEADO	0,416666667	3,558333333	0	54	61	1
10299	201401	TarjetaNuestra	1	11,4	9	56					FEMENINO	SOLTERO	PROPIA	NINGUNO	COMERCIANTE	0	0		43	50	0
10300	201401	TarjetaMundo	1	14,4	39,209583	60				Preaprobado	MASCULINO	CASADO	PROPIA	ESPECIALIZACION	SOCIO EMPLEADO - SOCIO		18,7	0	56	63	1
10301	201209	TarjetaNuestra	2	14	5,8	46			NO	Almacen	MASCULINO	CASADO	PROPIA	ESPECIALIZACION	EMPLEADO	4,5	9,175	0	54	61	1
10302	201209	TarjetaNuestra	1	3,5	2,2	35			SI	Almacen	FEMENINO	CASADO	FAMILIAR	UNIVERSITARIO	EMPLEADO	12,87777778	0	22	42	49	0
10303	201209	TarjetaNuestra	1	4	0	29			SI	Almacen	MASCULINO	CASADO	PROPIA	ESPECIALIZACION	EMPLEADO	0,094444444	9,408333333	0	31	38	0
10304	201209	TarjetaNuestra	1	5,3	1,6	27			SI	Almacen	MASCULINO	SOLTERO	ALQUILADA	UNIVERSITARIO	EMPLEADO	0,941666667	4,502777778	0	50	57	0
10305	201209	TarjetaNuestra	1	16,5	4,583	32			SI	Almacen	FEMENINO	UNION LIBRE	FAMILIAR	ESPECIALIZACION	EMPLEADO	0	13,63611111		34	41	0
10306	201401	TarjetaNuestra	1	4,34	3	54					MASCULINO	NO INFORMA			COMERCIANTE	0	0	0	33	40	0
10307	201209	TarjetaNuestra	1	5,5	16,26366	33			SI	Almacen	MASCULINO	SOLTERO	FAMILIAR	NO INFORMA	OTRA	11,16666667	13,94444444	0	59	66	1
10308	201401	TarjetaColombia	1	5,0295	5,249093	37	ARRENDADA		NO	Almacen	FEMENINO	CASADO		UNIVERSITARIO	EMPLEADO	6,383333333	0	0	38	45	0
10309	201401	TarjetaNuestra	1	3,5	1,6	28					MASCULINO	SOLTERO		BACHILLER	ESTUDIANTE	0	6,994444444		43	50	0
10310	201401	TarjetaNuestra	1	11,9	7,29035	64					FEMENINO	DIVORCIADO	ALQUILADA	UNIVERSITARIO	PROFESIONAL INDEPENDIENTE	11	16,225	5	52	59	0
10311	201401	TarjetaNuestra	1	3,15	1,15	32					MASCULINO	SOLTERO	FAMILIAR	UNIVERSITARIO	EMPLEADO	5,316666667	10,13333333		40	47	0
10312	201401	TarjetaNuestra	3	4,86374	9,95	29	FAMILIAR	0	NO	Preaprobado	MASCULINO	CASADO	FAMILIAR	UNIVERSITARIO	EMPLEADO	5,788888889	1,608333333	0	57	64	1
10313	201209	TarjetaNuestra	2	4,06	0,5978	20			SI	Almacen	FEMENINO	SOLTERO		TECNOLOGO	EMPLEADO	0,258333333	0	1	60	67	1
10314	201401	TarjetaNuestra	1	13	3,5	24					MASCULINO	SOLTERO		NO INFORMA	EMPLEADO		0	0	35	42	0
10315	201401	TarjetaNuestra	2	18,5	13	39	PROPIA	3 Ó MAS	SI	Preaprobado	FEMENINO	CASADO		UNIVERSITARIO	COMERCIANTE	5,841666667	0	48	58	65	0
10316	201401	TarjetaNuestra	1	5,95	2,558	40					MASCULINO	CASADO	FAMILIAR	TECNOLOGO	EMPLEADO		1,863888889		57	64	1
10317	201401	TarjetaNuestra	2	4,9	0,752	29	ARRENDADA	1	NO	Preaprobado	FEMENINO	UNION LIBRE	ALQUILADA	BACHILLER	EMPLEADO	5,352777778	0	0	45	52	0
10318	201209	TarjetaNuestra	1	8	4,07995	45			NO	Almacen	MASCULINO	UNION LIBRE	FAMILIAR	TECNOLOGO	EMPLEADO		6,327777778	0	36	43	0
10319	201209	TarjetaNuestra	1	8	12,641	39			NO	Almacen	MASCULINO	CASADO	FAMILIAR	UNIVERSITARIO	RENTISTA DE CAPITAL	9,236111111	12,025	0	45	52	0
10320	201401	TarjetaNuestra	1	38,2	13,348118	33					MASCULINO	CASADO	NO INFORMA	UNIVERSITARIO	EMPLEADO	8,833333333	9,669444444		41	48	0
10321	201401	TarjetaNuestra	2	9	2,5	31	FAMILIAR	0	SI	Almacen	FEMENINO	CASADO		TECNOLOGO	EMPLEADO	1,688888889	3,025	0	33	40	0
10322	201401	TarjetaNuestra	1	8,4	0	49					FEMENINO	DIVORCIADO		UNIVERSITARIO	EMPLEADO	2,488888889	0		43	50	0
10323	201209	TarjetaLocal	1	8	0	49					FEMENINO	CASADO	PROPIA	UNIVERSITARIO	COMERCIANTE	0	20,05277778	26	37	44	0
10324	201401	TarjetaColombia	1	7	4,9422	32	ARRENDADA		NO	Almacen	MASCULINO	CASADO		BACHILLER	EMPLEADO	4,180555556	0	0	33	40	0
10325	201401	TarjetaMundo	1	75	39,1229	49				Preaprobado	MASCULINO	CASADO	PROPIA	UNIVERSITARIO	EMPLEADO	26,95555556	16,74444444	0	31	38	0
10326	201401	TarjetaNuestra	1	5,5	0	37					MASCULINO	NO INFORMA			EMPLEADO	0	0	0	49	56	0
10327	201401	TarjetaNuestra	1	5,74	28,754	57					MASCULINO	SOLTERO	ALQUILADA	BACHILLER	COMERCIANTE		26,875	0	45	0	0
10328	201401	TarjetaNuestra	1	7,6	2,944771	61					MASCULINO	CASADO	PROPIA	TECNOLOGO	JUBILADO	32,61111111	26,75	0	35	42	0
10329	201401	TarjetaNuestra	1	4,69	1,39	24					FEMENINO	SOLTERO	FAMILIAR	NO INFORMA	EMPLEADO		1,819444444		50	57	0
10330	201209	TarjetaNuestra	2	4,2	1,3	35			NO	Almacen	MASCULINO	NO INFORMA	PROPIA	NO INFORMA	EMPLEADO		9,033333333	0	35	42	0
10331	201401	TarjetaColombia	2	7,7	3,139272	55	ARRENDADA		NO	Almacen	MASCULINO	UNION LIBRE		BACHILLER	EMPLEADO	4,833333333	1,966666667	0	58	65	1
10332	201209	TarjetaNuestra	1	37,5	17,16534	49			SI	Almacen	MASCULINO	CASADO	FAMILIAR	ESPECIALIZACION	SOCIO EMPLEADO - SOCIO	7,197222222	0,508333333	92	38	45	0
10333	201209	TarjetaNuestra	1	4,2	2	26			NO	Almacen	FEMENINO	SOLTERO	FAMILIAR	TECNOLOGO	EMPLEADO	4,647222222	1,491666667		33	40	0
10334	201401	TarjetaNuestra	2	20	4,8421	33	PROPIA	0	NO	Almacen	MASCULINO	SOLTERO	FAMILIAR	UNIVERSITARIO	EMPLEADO	8,605555556	12,72777778	0	33	40	0
10335	201401	TarjetaNuestra	1	9,45	3,785297	21					FEMENINO	SOLTERO	FAMILIAR	UNIVERSITARIO	EMPLEADO	3,941666667	0	469	31	38	0
10336	201209	TarjetaNuestra	2	7,5	1,994	43			NO	Almacen	MASCULINO	CASADO	PROPIA	TECNOLOGO	EMPLEADO	3,238888889	6,213888889	0	47	54	0
10337	201401	TarjetaNuestra	1	4,82757	2,076506	37					MASCULINO	UNION LIBRE		TECNOLOGO	EMPLEADO	0	0	19	31	38	0
10338	201401	TarjetaNuestra	1	4,8	3,19	29					FEMENINO	SOLTERO		UNIVERSITARIO	EMPLEADO		0,861111111	1	42	0	0
10339	201401	TarjetaNuestra	1	11,83	12,298	45					MASCULINO	CASADO	FAMILIAR	ESPECIALIZACION	EMPLEADO	22,83333333	14,36944444	0	58	65	1
10340	201401	TarjetaMundo	2	95	17,762805	50				Almacen	MASCULINO	CASADO	PROPIA	ESPECIALIZACION	SOCIO EMPLEADO - SOCIO	2,994444444	28,58888889	26	53	60	0
10341	201401	TarjetaNuestra	1	2,905	3,12	28					MASCULINO	SOLTERO	FAMILIAR	ESPECIALIZACION	EMPLEADO	3,533333333	4,008333333	0	34	41	0
10342	201401	TarjetaNuestra	1	4,8	2,152377	27					FEMENINO	SOLTERO		TECNOLOGO	EMPLEADO	2,083333333	7,472222222	67	42	0	0
10343	201209	TarjetaNuestra	1	12,6	10,87376	44			NO	Almacen	MASCULINO	NO INFORMA	PROPIA	UNIVERSITARIO	EMPLEADO	17,93611111	17,93611111	0	32	39	0
10344	201401	TarjetaNuestra	1	9,1	3,875	26					FEMENINO	SOLTERO	FAMILIAR	ESPECIALIZACION	EMPLEADO	2,416666667	11,39444444	0	31	38	0
10345	201209	TarjetaNuestra	1	8	2,114796	56			NO	Almacen	FEMENINO	CASADO		NO INFORMA	JUBILADO		5,883333333	29	53	60	0
10346	201209	TarjetaNuestra	1	9	10	56			NO	Almacen	MASCULINO	UNION LIBRE	ALQUILADA	NO INFORMA	EMPLEADO		23,925	0	41	48	0
10347	201401	TarjetaNuestra	1	10,1	6,119	31					MASCULINO	NO INFORMA	FAMILIAR	ESPECIALIZACION	EMPLEADO	5,980555556	8,297222222		40	47	0
10348	201401	TarjetaNuestra	1	5,5	5,094597	57					FEMENINO	UNION LIBRE	PROPIA	ESPECIALIZACION	EMPLEADO	26,67777778	12,75833333	0	42	18	0
10349	201401	TarjetaNuestra	1	2,2	0,884222	29					MASCULINO	SOLTERO	ALQUILADA	NO INFORMA	ESTUDIANTE	0	0	11	46	53	0
10350	201401	TarjetaNuestra	1	4	4,5	38					FEMENINO	CASADO	PROPIA	UNIVERSITARIO	EMPLEADO	2,127777778	19,54722222		55	62	1
10351	201401	TarjetaNuestra	2	12,5	9,266226	49	PROPIA	0	NO	Almacen	MASCULINO	CASADO	PROPIA	UNIVERSITARIO	EMPLEADO	0,052777778	16,36111111	0	36	43	0
10352	201401	TarjetaNuestra	2	20,86	10	42	PROPIA	1	SI	Almacen	MASCULINO	CASADO	PROPIA	UNIVERSITARIO	EMPLEADO		16,94444444	36	36	43	0
10353	201401	TarjetaNuestra	1	12	4,142307	53					MASCULINO	CASADO	FAMILIAR	UNIVERSITARIO	EMPLEADO	2,466666667	15,38055556		31	38	0
10354	201209	TarjetaNuestra	1	9	3,473913	40			NO	Almacen	FEMENINO	DIVORCIADO	FAMILIAR	UNIVERSITARIO	EMPLEADO	4,375	0	31	45	0	0
10355	201401	TarjetaLocal	1	2,5	13,708333	34			SI	Almacen	MASCULINO	SOLTERO	PROPIA	ESPECIALIZACION	EMPLEADO	0,663888889	11,53611111	0	33	40	0
10356	201401	TarjetaNuestra	1	6,3	13,793	33					MASCULINO	NO INFORMA	FAMILIAR	NO INFORMA	EMPLEADO		8,280555556		44	51	0
10357	201209	TarjetaNuestra	2	4,935	0,5667	26			SI	Almacen	FEMENINO	UNION LIBRE		BACHILLER	EMPLEADO	0,969444444	0,938888889	0	46		0
10358	201401	TarjetaNuestra	1	8,54	0	35					FEMENINO	SOLTERO	ALQUILADA	UNIVERSITARIO	PROFESIONAL INDEPENDIENTE	6,513888889	9,541666667	0	57	64	1
10359	201401	TarjetaNuestra	1	19,6	7,6635	32					FEMENINO	CASADO		ESPECIALIZACION	EMPLEADO	0,888888889	5,294444444	0	34	41	0
10360	201209	TarjetaNuestra	2	10,29	6,73917	27			SI	Almacen	FEMENINO	CASADO	FAMILIAR	UNIVERSITARIO	PROFESIONAL INDEPENDIENTE	0,419444444	4,7	3	58	65	1
10361	201401	TarjetaNuestra	1	14,8235	4,0299	38					FEMENINO	SOLTERO	FAMILIAR	UNIVERSITARIO	EMPLEADO	2,252777778	12,93611111	0	33	0	0
10362	201209	TarjetaNuestra	2	4,5	1,979692	39			NO	Almacen	MASCULINO	SOLTERO	FAMILIAR	UNIVERSITARIO	EMPLEADO		1,477777778	1	57	64	1
10363	201401	TarjetaPrivada	1	13	6	28	FAMILIAR	1	NO	Almacen	MASCULINO	SOLTERO		TECNOLOGO	EMPLEADO	3,916666667	2,652777778		38	45	0
10364	201209	TarjetaNuestra	2	31,5	11	36			NO	Almacen	FEMENINO	CASADO	FAMILIAR	ESPECIALIZACION	EMPLEADO	0	14,72777778	0	36	43	0
10365	201209	TarjetaNuestra	1	2,5	1,67846	36			NO	Almacen	FEMENINO	DIVORCIADO	FAMILIAR	TECNOLOGO	EMPLEADO	0	0	12	42	0	0
10366	201209	TarjetaNuestra	1	14	7,3671	44			SI	Almacen	FEMENINO	SOLTERO	PROPIA	UNIVERSITARIO	EMPLEADO		9,588888889	0	31	38	0
10367	201401	TarjetaNuestra	1	17,3	3,991	31					FEMENINO	SOLTERO	FAMILIAR	ESPECIALIZACION	EMPLEADO	3,416666667	6,994444444	0	54	61	1
10368	201401	TarjetaNuestra	2	25,5	12	38	PROPIA	0	SI	Almacen	MASCULINO	CASADO	PROPIA	ESPECIALIZACION	EMPLEADO	0,736111111	12,375	0	57	64	1
10369	201401	TarjetaNuestra	1	5,76	5,003646	27					MASCULINO	NO INFORMA			EMPLEADO	0	0		33	40	0
10370	201209	TarjetaNuestra	1	10,85	4,276	29			NO	Almacen	FEMENINO	NO INFORMA	FAMILIAR	TECNOLOGO	INDEPENDIENTE	2,513888889	10,11944444	35	57	64	0
10371	201209	TarjetaNuestra	1	6,5	19,627186	64			NO	Almacen	MASCULINO	CASADO	PROPIA	UNIVERSITARIO	EMPLEADO	34,07222222	16,14722222	0	32	39	0
10372	201401	TarjetaNuestra	1	4,8555	1,8	33					FEMENINO	SOLTERO		UNIVERSITARIO	EMPLEADO		0	0	33	40	0
10373	201401	TarjetaNuestra	1	4	2,2	47					MASCULINO	NO INFORMA	FAMILIAR	NO INFORMA	EMPLEADO	0	0,036111111		35	42	0
10374	201209	TarjetaNuestra	2	3,2315	4	44			SI	Almacen	MASCULINO	CASADO	ALQUILADA	ESPECIALIZACION	COMERCIANTE	0,883333333	1,016666667		34	41	0
10375	201401	TarjetaNuestra	1	11,4	8,1	60					FEMENINO	NO INFORMA	FAMILIAR	TECNOLOGO	OTRA	0		0	35	42	0
10376	201209	TarjetaNuestra	1	3,8	1,95	35			SI	Almacen	FEMENINO	CASADO		UNIVERSITARIO	INDEPENDIENTE	2,077777778	2,419444444	0	47	54	0
10377	201209	TarjetaNuestra	1	4,6	1,8	32			NO	Almacen	MASCULINO	CASADO		NO INFORMA	EMPLEADO	6,333333333	0,497222222	0	31	38	0
10378	201209	TarjetaNuestra	1	4	1,55	37			NO	Almacen	FEMENINO	SOLTERO	PROPIA	TECNOLOGO	EMPLEADO	0	14,83888889		33	40	0
10379	201209	TarjetaNuestra	1	5	4,2	33			SI	Almacen	FEMENINO	SOLTERO	FAMILIAR	UNIVERSITARIO	EMPLEADO	5,888888889	6,216666667	0	32	8	0
10380	201401	TarjetaNuestra	1	10,5	6,035739	55					FEMENINO	SOLTERO	PROPIA	UNIVERSITARIO	JUBILADO	34,37222222	16,25	58	36	43	0
10381	201401	TarjetaNuestra	1	5	1,2	30	PROPIA	2	NO	Almacen	FEMENINO	DIVORCIADO		TECNOLOGO	EMPLEADO	0	2,141666667		32	0	0
10382	201401	TarjetaNuestra	2	10,2522	3,945051	63	PROPIA	2	SI	Almacen	FEMENINO	DIVORCIADO		ESPECIALIZACION	JUBILADO	4,083333333	6,327777778		34	41	0
